Entity,Code,Date,people_fully_vaccinated
Northern Ireland,,2021-02-06,27207
Northern Ireland,,2021-02-07,27463
Northern Ireland,,2021-02-08,27589
Northern Ireland,,2021-02-09,27772
Northern Ireland,,2021-02-10,28137
Northern Ireland,,2021-02-11,28552
Northern Ireland,,2021-02-12,28937
Northern Ireland,,2021-02-13,28976
Northern Ireland,,2021-02-14,29005
Northern Ireland,,2021-02-15,29201
Northern Ireland,,2021-02-16,29476
Northern Ireland,,2021-02-17,30012
Northern Ireland,,2021-02-18,30381
Northern Ireland,,2021-02-19,30753
Northern Ireland,,2021-02-20,30807
Northern Ireland,,2021-02-21,30796
Northern Ireland,,2021-02-22,31077
Northern Ireland,,2021-02-23,31345
Northern Ireland,,2021-02-24,31637
Northern Ireland,,2021-02-25,31898
Northern Ireland,,2021-02-26,32616
Northern Ireland,,2021-02-27,32665
Northern Ireland,,2021-02-28,33197
Northern Ireland,,2021-03-01,35370
Northern Ireland,,2021-03-02,37862
Northern Ireland,,2021-03-03,40139
Northern Ireland,,2021-03-04,41787
Northern Ireland,,2021-03-05,42096
Northern Ireland,,2021-03-06,42230
Northern Ireland,,2021-03-07,42851
Northern Ireland,,2021-03-08,44594
Norway,NOR,2021-01-17,5
Norway,NOR,2021-01-18,288
Norway,NOR,2021-01-19,1059
Norway,NOR,2021-01-20,1752
Norway,NOR,2021-01-21,1920
Norway,NOR,2021-01-22,1927
Norway,NOR,2021-01-23,1927
Norway,NOR,2021-01-24,1927
Norway,NOR,2021-01-25,1927
Norway,NOR,2021-01-26,4067
Norway,NOR,2021-01-27,11592
Norway,NOR,2021-01-28,18139
Norway,NOR,2021-01-29,20244
Norway,NOR,2021-01-30,20416
Norway,NOR,2021-01-31,20466
Norway,NOR,2021-02-01,20766
Norway,NOR,2021-02-02,23904
Norway,NOR,2021-02-03,32209
Norway,NOR,2021-02-04,40796
Norway,NOR,2021-02-05,45624
Norway,NOR,2021-02-06,46359
Norway,NOR,2021-02-07,46654
Norway,NOR,2021-02-08,47577
Norway,NOR,2021-02-09,50811
Norway,NOR,2021-02-10,59403
Norway,NOR,2021-02-11,67936
Norway,NOR,2021-02-12,71531
Norway,NOR,2021-02-13,71835
Norway,NOR,2021-02-14,71837
Norway,NOR,2021-02-15,72586
Norway,NOR,2021-02-16,74753
Norway,NOR,2021-02-17,84898
Norway,NOR,2021-02-18,95661
Norway,NOR,2021-02-19,100441
Norway,NOR,2021-02-20,100604
Norway,NOR,2021-02-21,100698
Norway,NOR,2021-02-22,100836
Norway,NOR,2021-02-23,106018
Norway,NOR,2021-02-24,128188
Norway,NOR,2021-02-25,153145
Norway,NOR,2021-02-26,163027
Norway,NOR,2021-02-27,163219
Norway,NOR,2021-02-28,163376
Norway,NOR,2021-03-01,163436
Norway,NOR,2021-03-02,167219
Norway,NOR,2021-03-03,184860
Norway,NOR,2021-03-04,203054
Norway,NOR,2021-03-05,209341
Norway,NOR,2021-03-06,209794
Norway,NOR,2021-03-07,209794
Norway,NOR,2021-03-08,209840
Oman,OMN,2021-01-17,673
Oman,OMN,2021-01-18,1985
Oman,OMN,2021-01-19,3276
Oman,OMN,2021-01-20,4775
Oman,OMN,2021-01-23,5902
Oman,OMN,2021-01-24,7992
Oman,OMN,2021-01-25,9833
Oman,OMN,2021-01-26,11433
Oman,OMN,2021-01-27,12272
Oman,OMN,2021-02-08,12272
Oman,OMN,2021-02-09,12272
Oman,OMN,2021-02-10,12272
Oman,OMN,2021-02-11,12272
Oman,OMN,2021-02-12,12272
Oman,OMN,2021-02-13,12272
Oman,OMN,2021-02-14,12272
Oman,OMN,2021-02-15,12272
Oman,OMN,2021-02-16,19019
Oman,OMN,2021-02-17,19019
Oman,OMN,2021-02-18,19019
Oman,OMN,2021-02-19,19019
Oman,OMN,2021-02-20,19019
Oman,OMN,2021-02-21,19019
Oman,OMN,2021-02-22,19019
Oman,OMN,2021-02-23,19019
Peru,PER,2021-03-02,1317
Peru,PER,2021-03-03,10602
Peru,PER,2021-03-04,31925
Peru,PER,2021-03-05,53283
Peru,PER,2021-03-06,62309
Peru,PER,2021-03-07,63353
Peru,PER,2021-03-08,69484
Poland,POL,2021-01-17,671
Poland,POL,2021-01-18,3468
Poland,POL,2021-01-19,11174
Poland,POL,2021-01-20,24992
Poland,POL,2021-01-21,39686
Poland,POL,2021-01-22,45479
Poland,POL,2021-01-23,46980
Poland,POL,2021-01-24,47721
Poland,POL,2021-01-25,75765
Poland,POL,2021-01-26,123044
Poland,POL,2021-01-27,149779
Poland,POL,2021-01-28,179128
Poland,POL,2021-01-29,195481
Poland,POL,2021-01-30,198478
Poland,POL,2021-01-31,200537
Poland,POL,2021-02-01,233129
Poland,POL,2021-02-02,289190
Poland,POL,2021-02-03,344432
Poland,POL,2021-02-04,395375
Poland,POL,2021-02-05,424730
Poland,POL,2021-02-06,440365
Poland,POL,2021-02-07,450496
Poland,POL,2021-02-09,482146
Poland,POL,2021-02-11,580607
Poland,POL,2021-02-12,624907
Poland,POL,2021-02-13,640650
Poland,POL,2021-02-14,645971
Poland,POL,2021-02-15,658235
Poland,POL,2021-02-16,691380
Poland,POL,2021-02-17,774060
Poland,POL,2021-02-18,865884
Poland,POL,2021-02-19,916935
Poland,POL,2021-02-20,925682
Poland,POL,2021-02-21,929965
Poland,POL,2021-02-22,934782
Poland,POL,2021-02-24,1031518
Poland,POL,2021-02-26,1168058
Poland,POL,2021-02-28,1186747
Poland,POL,2021-03-01,1192900
Poland,POL,2021-03-03,1281179
Poland,POL,2021-03-04,1366648
Poland,POL,2021-03-06,1424715
Poland,POL,2021-03-08,1434640
Poland,POL,2021-03-09,1445170
Portugal,PRT,2021-01-17,1161
Portugal,PRT,2021-01-18,1825
Portugal,PRT,2021-01-19,9443
Portugal,PRT,2021-01-20,18618
Portugal,PRT,2021-01-21,23592
Portugal,PRT,2021-01-22,25996
Portugal,PRT,2021-01-23,30036
Portugal,PRT,2021-01-24,30553
Portugal,PRT,2021-01-30,65461
Portugal,PRT,2021-01-31,68385
Portugal,PRT,2021-02-01,68752
Portugal,PRT,2021-02-02,70695
Portugal,PRT,2021-02-03,75852
Portugal,PRT,2021-02-04,84975
Portugal,PRT,2021-02-05,94916
Portugal,PRT,2021-02-06,103786
Portugal,PRT,2021-02-07,104526
Portugal,PRT,2021-02-08,104613
Portugal,PRT,2021-02-09,106055
Portugal,PRT,2021-02-10,116559
Portugal,PRT,2021-02-11,133078
Portugal,PRT,2021-02-12,157604
Portugal,PRT,2021-02-13,184694
Portugal,PRT,2021-02-14,194530
Portugal,PRT,2021-02-15,197700
Portugal,PRT,2021-02-16,203286
Portugal,PRT,2021-02-17,209318
Portugal,PRT,2021-02-18,217271
Portugal,PRT,2021-02-19,229975
Portugal,PRT,2021-02-20,242929
Portugal,PRT,2021-02-21,246433
Portugal,PRT,2021-02-22,247843
Portugal,PRT,2021-02-23,249567
Portugal,PRT,2021-02-24,251788
Portugal,PRT,2021-02-25,255277
Portugal,PRT,2021-02-26,258369
Portugal,PRT,2021-02-27,263825
Portugal,PRT,2021-02-28,265110
Portugal,PRT,2021-03-01,265366
Portugal,PRT,2021-03-02,266716
Portugal,PRT,2021-03-03,268381
Portugal,PRT,2021-03-04,273414
Portugal,PRT,2021-03-05,279223
Portugal,PRT,2021-03-06,287830
Portugal,PRT,2021-03-07,291983
Portugal,PRT,2021-03-08,293338
Portugal,PRT,2021-03-09,295516
Romania,ROU,2021-01-17,875
Romania,ROU,2021-01-18,1950
Romania,ROU,2021-01-19,2621
Romania,ROU,2021-01-20,5813
Romania,ROU,2021-01-21,9843
Romania,ROU,2021-01-22,11254
Romania,ROU,2021-01-23,12878
Romania,ROU,2021-01-24,13155
Romania,ROU,2021-01-25,25063
Romania,ROU,2021-01-26,40666
Romania,ROU,2021-01-27,57274
Romania,ROU,2021-01-28,75049
Romania,ROU,2021-01-29,92075
Romania,ROU,2021-01-30,101304
Romania,ROU,2021-01-31,106196
Romania,ROU,2021-02-01,123048
Romania,ROU,2021-02-02,138348
Romania,ROU,2021-02-03,152025
Romania,ROU,2021-02-04,165515
Romania,ROU,2021-02-05,182665
Romania,ROU,2021-02-06,193121
Romania,ROU,2021-02-07,200144
Romania,ROU,2021-02-08,230285
Romania,ROU,2021-02-09,263212
Romania,ROU,2021-02-10,299518
Romania,ROU,2021-02-11,334187
Romania,ROU,2021-02-12,369464
Romania,ROU,2021-02-13,400749
Romania,ROU,2021-02-14,427340
Romania,ROU,2021-02-15,454168
Romania,ROU,2021-02-16,481340
Romania,ROU,2021-02-17,505479
Romania,ROU,2021-02-18,526475
Romania,ROU,2021-02-19,547115
Romania,ROU,2021-02-20,562771
Romania,ROU,2021-02-21,576125
Romania,ROU,2021-02-22,589640
Romania,ROU,2021-02-23,601572
Romania,ROU,2021-02-24,611552
Romania,ROU,2021-02-25,614546
Romania,ROU,2021-02-26,615964
Romania,ROU,2021-02-27,616594
Romania,ROU,2021-02-28,617111
Romania,ROU,2021-03-01,618240
Romania,ROU,2021-03-02,619182
Romania,ROU,2021-03-03,619808
Romania,ROU,2021-03-04,627159
Romania,ROU,2021-03-05,636053
Romania,ROU,2021-03-06,645707
Romania,ROU,2021-03-07,653567
Romania,ROU,2021-03-08,658741
Russia,RUS,2021-02-10,1700000
Russia,RUS,2021-03-01,1098634
Russia,RUS,2021-03-02,1091497
Russia,RUS,2021-03-03,1201919
Russia,RUS,2021-03-04,1309569
Russia,RUS,2021-03-05,1393676
Russia,RUS,2021-03-06,1501746
Russia,RUS,2021-03-07,1527349
Russia,RUS,2021-03-08,1532861
Russia,RUS,2021-03-09,1544760
Scotland,,2021-01-03,44
Scotland,,2021-01-10,2758
Scotland,,2021-01-11,2857
Scotland,,2021-01-12,2990
Scotland,,2021-01-13,3190
Scotland,,2021-01-14,3331
Scotland,,2021-01-15,3512
Scotland,,2021-01-16,3657
Scotland,,2021-01-17,3698
Scotland,,2021-01-18,3886
Scotland,,2021-01-19,4170
Scotland,,2021-01-20,4466
Scotland,,2021-01-21,4689
Scotland,,2021-01-22,5188
Scotland,,2021-01-23,5383
Scotland,,2021-01-24,5538
Scotland,,2021-01-25,6060
Scotland,,2021-01-26,6596
Scotland,,2021-01-27,6783
Scotland,,2021-01-28,7095
Scotland,,2021-01-29,7638
Scotland,,2021-01-30,7794
Scotland,,2021-01-31,7849
Scotland,,2021-02-01,8345
Scotland,,2021-02-02,8758
Scotland,,2021-02-03,9031
Scotland,,2021-02-04,9529
Scotland,,2021-02-05,10332
Scotland,,2021-02-06,10582
Scotland,,2021-02-07,10690
Scotland,,2021-02-08,12257
Scotland,,2021-02-09,12866
Scotland,,2021-02-10,13195
Scotland,,2021-02-11,13566
Scotland,,2021-02-12,14009
Scotland,,2021-02-13,14281
Scotland,,2021-02-14,14501
Scotland,,2021-02-15,17137
Scotland,,2021-02-16,20409
Scotland,,2021-02-17,24169
Scotland,,2021-02-18,29015
Scotland,,2021-02-19,33473
Scotland,,2021-02-20,35479
Scotland,,2021-02-21,37342
Scotland,,2021-02-22,43203
Scotland,,2021-02-23,50121
Scotland,,2021-02-24,56661
Scotland,,2021-02-25,65340
Scotland,,2021-02-26,72178
Scotland,,2021-02-27,76512
Scotland,,2021-02-28,78865
Scotland,,2021-03-01,84445
Scotland,,2021-03-02,92550
Scotland,,2021-03-03,100058
Scotland,,2021-03-04,108197
Scotland,,2021-03-05,114081
Scotland,,2021-03-06,115930
Scotland,,2021-03-07,118732
Scotland,,2021-03-08,123686
Serbia,SRB,2021-02-10,47665
Serbia,SRB,2021-02-12,126149
Serbia,SRB,2021-02-14,182000
Serbia,SRB,2021-02-23,472769
Serbia,SRB,2021-02-24,487359
Serbia,SRB,2021-02-25,497729
Serbia,SRB,2021-02-26,507000
Serbia,SRB,2021-02-27,511807
Serbia,SRB,2021-02-28,511999
Serbia,SRB,2021-03-01,524231
Serbia,SRB,2021-03-02,530863
Serbia,SRB,2021-03-03,534751
Serbia,SRB,2021-03-04,563922
Serbia,SRB,2021-03-05,593617
Serbia,SRB,2021-03-06,620067
Serbia,SRB,2021-03-07,620853
Serbia,SRB,2021-03-08,623424
Serbia,SRB,2021-03-09,625707
Seychelles,SYC,2021-02-03,5
Seychelles,SYC,2021-02-06,1586
Seychelles,SYC,2021-02-08,3980
Seychelles,SYC,2021-02-09,6700
Seychelles,SYC,2021-02-10,10335
Seychelles,SYC,2021-02-11,13867
Seychelles,SYC,2021-02-13,14181
Seychelles,SYC,2021-02-15,16441
Seychelles,SYC,2021-02-16,18176
Seychelles,SYC,2021-02-17,19512
Seychelles,SYC,2021-02-18,20665
Seychelles,SYC,2021-02-19,21599
Seychelles,SYC,2021-02-21,21599
Seychelles,SYC,2021-02-23,23380
Seychelles,SYC,2021-02-25,23519
Seychelles,SYC,2021-02-27,23549
Seychelles,SYC,2021-03-01,24230
Seychelles,SYC,2021-03-03,24602
Seychelles,SYC,2021-03-05,24620
Seychelles,SYC,2021-03-09,26567
Singapore,SGP,2021-01-27,50
Singapore,SGP,2021-01-31,50
Singapore,SGP,2021-02-02,6000
Singapore,SGP,2021-02-10,6000
Singapore,SGP,2021-02-18,110000
Singapore,SGP,2021-03-01,207324
Singapore,SGP,2021-03-04,215000
Singapore,SGP,2021-03-07,217000
Singapore,SGP,2021-03-08,218694
Slovakia,SVK,2021-01-18,582
Slovakia,SVK,2021-01-19,1043
Slovakia,SVK,2021-01-20,1907
Slovakia,SVK,2021-01-21,2555
Slovakia,SVK,2021-01-22,2688
Slovakia,SVK,2021-01-23,2688
Slovakia,SVK,2021-01-24,2688
Slovakia,SVK,2021-01-25,4981
Slovakia,SVK,2021-01-26,5237
Slovakia,SVK,2021-01-27,5509
Slovakia,SVK,2021-01-28,7031
Slovakia,SVK,2021-01-29,9365
Slovakia,SVK,2021-01-30,9368
Slovakia,SVK,2021-01-31,9536
Slovakia,SVK,2021-02-01,12445
Slovakia,SVK,2021-02-02,15890
Slovakia,SVK,2021-02-03,18220
Slovakia,SVK,2021-02-04,23771
Slovakia,SVK,2021-02-05,30436
Slovakia,SVK,2021-02-06,31132
Slovakia,SVK,2021-02-07,31132
Slovakia,SVK,2021-02-08,35018
Slovakia,SVK,2021-02-09,42558
Slovakia,SVK,2021-02-10,49064
Slovakia,SVK,2021-02-11,55665
Slovakia,SVK,2021-02-12,62058
Slovakia,SVK,2021-02-13,62477
Slovakia,SVK,2021-02-14,62682
Slovakia,SVK,2021-02-15,69479
Slovakia,SVK,2021-02-16,75827
Slovakia,SVK,2021-02-17,81885
Slovakia,SVK,2021-02-18,88482
Slovakia,SVK,2021-02-19,95326
Slovakia,SVK,2021-02-20,95609
Slovakia,SVK,2021-02-21,95609
Slovakia,SVK,2021-02-22,102499
Slovakia,SVK,2021-02-23,109060
Slovakia,SVK,2021-02-24,115880
Slovakia,SVK,2021-02-25,123739
Slovakia,SVK,2021-02-26,132802
Slovakia,SVK,2021-02-27,133686
Slovakia,SVK,2021-02-28,133686
Slovakia,SVK,2021-03-01,142891
Slovakia,SVK,2021-03-02,152573
Slovakia,SVK,2021-03-03,161722
Slovakia,SVK,2021-03-04,170404
Slovakia,SVK,2021-03-05,177630
Slovakia,SVK,2021-03-06,179688
Slovakia,SVK,2021-03-07,179880
Slovakia,SVK,2021-03-08,188450
Slovakia,SVK,2021-03-09,195224
Slovenia,SVN,2021-01-18,165
Slovenia,SVN,2021-01-19,1783
Slovenia,SVN,2021-01-20,5170
Slovenia,SVN,2021-01-21,8539
Slovenia,SVN,2021-01-22,9508
Slovenia,SVN,2021-01-23,9991
Slovenia,SVN,2021-01-24,10124
Slovenia,SVN,2021-01-25,10129
Slovenia,SVN,2021-01-26,11833
Slovenia,SVN,2021-01-27,16495
Slovenia,SVN,2021-01-28,21954
Slovenia,SVN,2021-01-29,25923
Slovenia,SVN,2021-01-30,26022
Slovenia,SVN,2021-01-31,26024
Slovenia,SVN,2021-02-01,26057
Slovenia,SVN,2021-02-02,27152
Slovenia,SVN,2021-02-03,31754
Slovenia,SVN,2021-02-04,38482
Slovenia,SVN,2021-02-05,43737
Slovenia,SVN,2021-02-06,44310
Slovenia,SVN,2021-02-07,44310
Slovenia,SVN,2021-02-08,44310
Slovenia,SVN,2021-02-09,44341
Slovenia,SVN,2021-02-10,45054
Slovenia,SVN,2021-02-11,46764
Slovenia,SVN,2021-02-12,48503
Slovenia,SVN,2021-02-13,48692
Slovenia,SVN,2021-02-14,48693
Slovenia,SVN,2021-02-15,48701
Slovenia,SVN,2021-02-16,48772
Slovenia,SVN,2021-02-17,49396
Slovenia,SVN,2021-02-18,50110
Slovenia,SVN,2021-02-19,50706
Slovenia,SVN,2021-02-20,50724
Slovenia,SVN,2021-02-21,50724
Slovenia,SVN,2021-02-22,50729
Slovenia,SVN,2021-02-23,50737
Slovenia,SVN,2021-02-24,50914
Slovenia,SVN,2021-02-25,51108
Slovenia,SVN,2021-02-26,51663
Slovenia,SVN,2021-02-27,51674
Slovenia,SVN,2021-02-28,51674
Slovenia,SVN,2021-03-01,51674
Slovenia,SVN,2021-03-02,51692
Slovenia,SVN,2021-03-03,52521
Slovenia,SVN,2021-03-04,56899
Slovenia,SVN,2021-03-05,62320
Slovenia,SVN,2021-03-06,62907
Slovenia,SVN,2021-03-07,62907
Slovenia,SVN,2021-03-08,63298
South Africa,ZAF,2021-02-18,2260
South Africa,ZAF,2021-02-19,6524
South Africa,ZAF,2021-02-20,10414
South Africa,ZAF,2021-02-21,15388
South Africa,ZAF,2021-02-22,23059
South Africa,ZAF,2021-02-23,32315
South Africa,ZAF,2021-02-24,41809
South Africa,ZAF,2021-02-25,52647
South Africa,ZAF,2021-02-26,63648
South Africa,ZAF,2021-02-27,67303
South Africa,ZAF,2021-02-28,70527
South Africa,ZAF,2021-03-07,101573
South Africa,ZAF,2021-03-08,101841
South Africa,ZAF,2021-03-09,107054
Spain,ESP,2021-01-18,2315
Spain,ESP,2021-01-19,9341
Spain,ESP,2021-01-20,15642
Spain,ESP,2021-01-21,49056
Spain,ESP,2021-01-22,68456
Spain,ESP,2021-01-24,88698
Spain,ESP,2021-01-25,123697
Spain,ESP,2021-01-26,173066
Spain,ESP,2021-01-27,192759
Spain,ESP,2021-01-28,251866
Spain,ESP,2021-01-31,357892
Spain,ESP,2021-02-01,418519
Spain,ESP,2021-02-02,498978
Spain,ESP,2021-02-03,586122
Spain,ESP,2021-02-04,682909
Spain,ESP,2021-02-07,786407
Spain,ESP,2021-02-08,838782
Spain,ESP,2021-02-09,889683
Spain,ESP,2021-02-10,943278
Spain,ESP,2021-02-11,1000485
Spain,ESP,2021-02-14,1070091
Spain,ESP,2021-02-15,1096922
Spain,ESP,2021-02-16,1119180
Spain,ESP,2021-02-17,1144556
Spain,ESP,2021-02-18,1171026
Spain,ESP,2021-02-21,1197061
Spain,ESP,2021-02-22,1208305
Spain,ESP,2021-02-23,1221183
Spain,ESP,2021-02-24,1231782
Spain,ESP,2021-02-25,1243783
Spain,ESP,2021-02-28,1261848
Spain,ESP,2021-03-01,1266700
Spain,ESP,2021-03-02,1287002
Spain,ESP,2021-03-03,1308913
Spain,ESP,2021-03-04,1342485
Spain,ESP,2021-03-07,1383488
Spain,ESP,2021-03-08,1412236
Sweden,SWE,2021-01-17,29
Sweden,SWE,2021-01-24,9820
Sweden,SWE,2021-01-31,34224
Sweden,SWE,2021-02-07,86546
Sweden,SWE,2021-02-14,152810
Sweden,SWE,2021-02-21,232426
Sweden,SWE,2021-02-26,246603
Sweden,SWE,2021-03-02,273992
Sweden,SWE,2021-03-03,278319
Sweden,SWE,2021-03-04,285178
Sweden,SWE,2021-03-05,292867
Sweden,SWE,2021-03-09,316439
Switzerland,CHE,2021-02-14,101949
Switzerland,CHE,2021-02-15,107634
Switzerland,CHE,2021-02-16,114092
Switzerland,CHE,2021-02-17,137158
Switzerland,CHE,2021-02-18,144754
Switzerland,CHE,2021-02-19,151808
Switzerland,CHE,2021-02-20,153841
Switzerland,CHE,2021-02-21,172826
Switzerland,CHE,2021-02-22,178895
Switzerland,CHE,2021-02-23,186001
Switzerland,CHE,2021-02-24,220481
Switzerland,CHE,2021-02-25,227717
Switzerland,CHE,2021-02-26,234083
Switzerland,CHE,2021-02-27,234993
Switzerland,CHE,2021-02-28,259151
Switzerland,CHE,2021-03-01,264293
Switzerland,CHE,2021-03-02,269412
Switzerland,CHE,2021-03-03,299859
Switzerland,CHE,2021-03-04,305194
Switzerland,CHE,2021-03-05,309105
Switzerland,CHE,2021-03-06,309594
Switzerland,CHE,2021-03-07,331765
Turkey,TUR,2021-02-12,336532
Turkey,TUR,2021-02-13,456891
Turkey,TUR,2021-02-14,488937
Turkey,TUR,2021-02-15,573879
Turkey,TUR,2021-02-16,646162
Turkey,TUR,2021-02-17,746170
Turkey,TUR,2021-02-18,867116
Turkey,TUR,2021-02-19,976716
Turkey,TUR,2021-02-20,1030416
Turkey,TUR,2021-02-21,1053837
Turkey,TUR,2021-02-22,1098831
Turkey,TUR,2021-02-23,1182976
Turkey,TUR,2021-02-24,1267285
Turkey,TUR,2021-02-25,1397487
Turkey,TUR,2021-02-26,1553658
Turkey,TUR,2021-02-27,1660133
Turkey,TUR,2021-02-28,1677952
Turkey,TUR,2021-03-01,1799160
Turkey,TUR,2021-03-02,1949918
Turkey,TUR,2021-03-03,2077031
Turkey,TUR,2021-03-04,2206502
Turkey,TUR,2021-03-05,2309952
Turkey,TUR,2021-03-06,2373684
Turkey,TUR,2021-03-07,2392405
Turkey,TUR,2021-03-08,2436957
Turkey,TUR,2021-03-09,2546475
United Arab Emirates,ARE,2021-01-10,250000
United Arab Emirates,ARE,2021-02-23,2187849
United Kingdom,GBR,2021-01-03,22002
United Kingdom,GBR,2021-01-10,391399
United Kingdom,GBR,2021-01-11,412167
United Kingdom,GBR,2021-01-12,428232
United Kingdom,GBR,2021-01-13,437977
United Kingdom,GBR,2021-01-14,443234
United Kingdom,GBR,2021-01-15,447442
United Kingdom,GBR,2021-01-16,450062
United Kingdom,GBR,2021-01-17,452301
United Kingdom,GBR,2021-01-18,456866
United Kingdom,GBR,2021-01-19,460625
United Kingdom,GBR,2021-01-20,464036
United Kingdom,GBR,2021-01-21,466796
United Kingdom,GBR,2021-01-22,468617
United Kingdom,GBR,2021-01-23,469660
United Kingdom,GBR,2021-01-24,470478
United Kingdom,GBR,2021-01-25,472446
United Kingdom,GBR,2021-01-26,474156
United Kingdom,GBR,2021-01-27,476485
United Kingdom,GBR,2021-01-28,478254
United Kingdom,GBR,2021-01-29,480432
United Kingdom,GBR,2021-01-30,491053
United Kingdom,GBR,2021-01-31,494209
United Kingdom,GBR,2021-02-01,496796
United Kingdom,GBR,2021-02-02,498962
United Kingdom,GBR,2021-02-03,501957
United Kingdom,GBR,2021-02-04,505993
United Kingdom,GBR,2021-02-05,510057
United Kingdom,GBR,2021-02-06,511719
United Kingdom,GBR,2021-02-07,512581
United Kingdom,GBR,2021-02-08,516392
United Kingdom,GBR,2021-02-09,519553
United Kingdom,GBR,2021-02-10,524447
United Kingdom,GBR,2021-02-11,530094
United Kingdom,GBR,2021-02-12,534869
United Kingdom,GBR,2021-02-13,537715
United Kingdom,GBR,2021-02-14,539630
United Kingdom,GBR,2021-02-15,546165
United Kingdom,GBR,2021-02-16,558577
United Kingdom,GBR,2021-02-17,573724
United Kingdom,GBR,2021-02-18,589591
United Kingdom,GBR,2021-02-19,604885
United Kingdom,GBR,2021-02-20,615148
United Kingdom,GBR,2021-02-21,624325
United Kingdom,GBR,2021-02-22,642788
United Kingdom,GBR,2021-02-23,669105
United Kingdom,GBR,2021-02-24,700718
United Kingdom,GBR,2021-02-25,736037
United Kingdom,GBR,2021-02-26,768810
United Kingdom,GBR,2021-02-27,796132
United Kingdom,GBR,2021-02-28,815816
United Kingdom,GBR,2021-03-01,844098
United Kingdom,GBR,2021-03-02,895412
United Kingdom,GBR,2021-03-03,963862
United Kingdom,GBR,2021-03-04,1034068
United Kingdom,GBR,2021-03-05,1090840
United Kingdom,GBR,2021-03-06,1122402
United Kingdom,GBR,2021-03-07,1142643
United Kingdom,GBR,2021-03-08,1181431
United States,USA,2021-01-14,1342086
United States,USA,2021-01-15,1610524
United States,USA,2021-01-19,2023124
United States,USA,2021-01-20,2161419
United States,USA,2021-01-21,2394961
United States,USA,2021-01-22,2756953
United States,USA,2021-01-23,3027865
United States,USA,2021-01-24,3216836
United States,USA,2021-01-25,3346390
United States,USA,2021-01-26,3481921
United States,USA,2021-01-27,3801053
United States,USA,2021-01-28,4263056
United States,USA,2021-01-29,4780888
United States,USA,2021-01-30,5259693
United States,USA,2021-01-31,5657142
United States,USA,2021-02-01,5927847
United States,USA,2021-02-02,6064792
United States,USA,2021-02-03,6436931
United States,USA,2021-02-04,6926050
United States,USA,2021-02-05,7503864
United States,USA,2021-02-06,8317180
United States,USA,2021-02-07,9147185
United States,USA,2021-02-08,9518015
United States,USA,2021-02-09,9840429
United States,USA,2021-02-10,10469514
United States,USA,2021-02-11,11188782
United States,USA,2021-02-12,12085830
United States,USA,2021-02-13,13082172
United States,USA,2021-02-14,14077440
United States,USA,2021-02-16,15015434
United States,USA,2021-02-17,15471536
United States,USA,2021-02-18,16162358
United States,USA,2021-02-19,17039118
United States,USA,2021-02-20,17895667
United States,USA,2021-02-21,18865319
United States,USA,2021-02-22,19438495
United States,USA,2021-02-23,19882544
United States,USA,2021-02-24,20607261
United States,USA,2021-02-25,21555117
United States,USA,2021-02-26,22613359
United States,USA,2021-02-27,23698627
United States,USA,2021-02-28,24779920
United States,USA,2021-03-01,25466405
United States,USA,2021-03-02,26162122
United States,USA,2021-03-03,26957804
United States,USA,2021-03-04,27795980
United States,USA,2021-03-05,28701201
United States,USA,2021-03-06,29776160
United States,USA,2021-03-07,30686881
United States,USA,2021-03-08,31493040
United States,USA,2021-03-09,32102061
Wales,,2021-01-03,27
Wales,,2021-01-10,79
Wales,,2021-01-11,97
Wales,,2021-01-12,108
Wales,,2021-01-13,121
Wales,,2021-01-14,129
Wales,,2021-01-17,201
Wales,,2021-01-18,265
Wales,,2021-01-19,370
Wales,,2021-01-20,396
Wales,,2021-01-21,415
Wales,,2021-01-22,469
Wales,,2021-01-23,516
Wales,,2021-01-24,543
Wales,,2021-01-25,581
Wales,,2021-01-26,639
Wales,,2021-01-27,674
Wales,,2021-01-28,717
Wales,,2021-01-29,750
Wales,,2021-01-30,786
Wales,,2021-01-31,841
Wales,,2021-02-01,1066
Wales,,2021-02-02,1160
Wales,,2021-02-03,1216
Wales,,2021-02-04,1635
Wales,,2021-02-05,2471
Wales,,2021-02-06,2606
Wales,,2021-02-07,2792
Wales,,2021-02-08,3491
Wales,,2021-02-09,3687
Wales,,2021-02-10,3795
Wales,,2021-02-11,4010
Wales,,2021-02-12,4224
Wales,,2021-02-13,4573
Wales,,2021-02-14,5402
Wales,,2021-02-15,7251
Wales,,2021-02-16,12988
Wales,,2021-02-17,19342
Wales,,2021-02-18,25433
Wales,,2021-02-19,32002
Wales,,2021-02-20,37773
Wales,,2021-02-21,42752
Wales,,2021-02-22,49729
Wales,,2021-02-23,59279
Wales,,2021-02-24,69851
Wales,,2021-02-25,80062
Wales,,2021-02-26,89053
Wales,,2021-02-27,96408
Wales,,2021-02-28,103819
Wales,,2021-03-01,111716
Wales,,2021-03-02,124781
Wales,,2021-03-03,139445
Wales,,2021-03-04,154819
Wales,,2021-03-05,168163
Wales,,2021-03-06,176054
Wales,,2021-03-07,183739
Wales,,2021-03-08,192030
World,OWID_WRL,2021-01-03,22002
World,OWID_WRL,2021-01-04,22004
World,OWID_WRL,2021-01-05,22004
World,OWID_WRL,2021-01-06,22004
World,OWID_WRL,2021-01-07,24180
World,OWID_WRL,2021-01-08,26063
World,OWID_WRL,2021-01-09,27912
